Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
10.07.2016 00:00;10.07.2016 00:15;10.603,75
10.07.2016 00:15;10.07.2016 00:30;10.444,50
10.07.2016 00:30;10.07.2016 00:45;10.283,50
10.07.2016 00:45;10.07.2016 01:00;10.237,75
10.07.2016 01:00;10.07.2016 01:15;10.018,50
10.07.2016 01:15;10.07.2016 01:30;9.998,00
10.07.2016 01:30;10.07.2016 01:45;9.897,75
10.07.2016 01:45;10.07.2016 02:00;9.777,00
10.07.2016 02:00;10.07.2016 02:15;9.697,25
10.07.2016 02:15;10.07.2016 02:30;9.615,75
10.07.2016 02:30;10.07.2016 02:45;9.555,75
10.07.2016 02:45;10.07.2016 03:00;9.486,00
10.07.2016 03:00;10.07.2016 03:15;9.490,75
10.07.2016 03:15;10.07.2016 03:30;9.423,25
10.07.2016 03:30;10.07.2016 03:45;9.420,75
10.07.2016 03:45;10.07.2016 04:00;9.376,00
10.07.2016 04:00;10.07.2016 04:15;9.370,75
10.07.2016 04:15;10.07.2016 04:30;9.352,75
10.07.2016 04:30;10.07.2016 04:45;9.328,50
10.07.2016 04:45;10.07.2016 05:00;9.342,00
10.07.2016 05:00;10.07.2016 05:15;9.329,50
10.07.2016 05:15;10.07.2016 05:30;9.222,00
10.07.2016 05:30;10.07.2016 05:45;9.179,25
10.07.2016 05:45;10.07.2016 06:00;9.209,00
10.07.2016 06:00;10.07.2016 06:15;9.310,25
10.07.2016 06:15;10.07.2016 06:30;9.337,75
10.07.2016 06:30;10.07.2016 06:45;9.409,75
10.07.2016 06:45;10.07.2016 07:00;9.550,75
10.07.2016 07:00;10.07.2016 07:15;9.804,25
10.07.2016 07:15;10.07.2016 07:30;9.973,25
10.07.2016 07:30;10.07.2016 07:45;10.237,25
10.07.2016 07:45;10.07.2016 08:00;10.457,25
10.07.2016 08:00;10.07.2016 08:15;10.754,75
10.07.2016 08:15;10.07.2016 08:30;10.978,00
10.07.2016 08:30;10.07.2016 08:45;11.230,50
10.07.2016 08:45;10.07.2016 09:00;11.430,50
10.07.2016 09:00;10.07.2016 09:15;11.695,25
10.07.2016 09:15;10.07.2016 09:30;11.832,25
10.07.2016 09:30;10.07.2016 09:45;11.977,50
10.07.2016 09:45;10.07.2016 10:00;12.127,25
10.07.2016 10:00;10.07.2016 10:15;12.348,00
10.07.2016 10:15;10.07.2016 10:30;12.346,25
10.07.2016 10:30;10.07.2016 10:45;12.457,00
10.07.2016 10:45;10.07.2016 11:00;12.614,75
10.07.2016 11:00;10.07.2016 11:15;12.830,00
10.07.2016 11:15;10.07.2016 11:30;12.912,00
10.07.2016 11:30;10.07.2016 11:45;13.003,50
10.07.2016 11:45;10.07.2016 12:00;13.020,25
10.07.2016 12:00;10.07.2016 12:15;13.067,50
10.07.2016 12:15;10.07.2016 12:30;12.947,50
10.07.2016 12:30;10.07.2016 12:45;12.869,75
10.07.2016 12:45;10.07.2016 13:00;12.694,00
10.07.2016 13:00;10.07.2016 13:15;12.625,25
10.07.2016 13:15;10.07.2016 13:30;12.514,00
10.07.2016 13:30;10.07.2016 13:45;12.379,75
10.07.2016 13:45;10.07.2016 14:00;12.197,25
10.07.2016 14:00;10.07.2016 14:15;12.112,25
10.07.2016 14:15;10.07.2016 14:30;12.016,00
10.07.2016 14:30;10.07.2016 14:45;11.978,25
10.07.2016 14:45;10.07.2016 15:00;11.973,25
10.07.2016 15:00;10.07.2016 15:15;11.823,00
10.07.2016 15:15;10.07.2016 15:30;11.813,00
10.07.2016 15:30;10.07.2016 15:45;11.829,50
10.07.2016 15:45;10.07.2016 16:00;11.888,75
10.07.2016 16:00;10.07.2016 16:15;11.826,50
10.07.2016 16:15;10.07.2016 16:30;11.810,50
10.07.2016 16:30;10.07.2016 16:45;11.907,75
10.07.2016 16:45;10.07.2016 17:00;11.957,00
10.07.2016 17:00;10.07.2016 17:15;12.142,25
10.07.2016 17:15;10.07.2016 17:30;12.096,25
10.07.2016 17:30;10.07.2016 17:45;12.219,50
10.07.2016 17:45;10.07.2016 18:00;12.346,75
10.07.2016 18:00;10.07.2016 18:15;12.449,00
10.07.2016 18:15;10.07.2016 18:30;12.448,50
10.07.2016 18:30;10.07.2016 18:45;12.475,75
10.07.2016 18:45;10.07.2016 19:00;12.524,00
10.07.2016 19:00;10.07.2016 19:15;12.561,25
10.07.2016 19:15;10.07.2016 19:30;12.483,75
10.07.2016 19:30;10.07.2016 19:45;12.473,25
10.07.2016 19:45;10.07.2016 20:00;12.387,75
10.07.2016 20:00;10.07.2016 20:15;12.363,25
10.07.2016 20:15;10.07.2016 20:30;12.308,00
10.07.2016 20:30;10.07.2016 20:45;12.282,75
10.07.2016 20:45;10.07.2016 21:00;12.212,25
10.07.2016 21:00;10.07.2016 21:15;12.263,50
10.07.2016 21:15;10.07.2016 21:30;12.160,75
10.07.2016 21:30;10.07.2016 21:45;12.198,75
10.07.2016 21:45;10.07.2016 22:00;12.396,50
10.07.2016 22:00;10.07.2016 22:15;12.545,00
10.07.2016 22:15;10.07.2016 22:30;12.395,75
10.07.2016 22:30;10.07.2016 22:45;12.246,50
10.07.2016 22:45;10.07.2016 23:00;12.083,75
10.07.2016 23:00;10.07.2016 23:15;11.952,25
10.07.2016 23:15;10.07.2016 23:30;11.730,25
10.07.2016 23:30;10.07.2016 23:45;11.538,75
10.07.2016 23:45;11.07.2016 00:00;11.453,50
